Timestamp,Series_No,Product_No,class
Timestamp: 07/23/18 10:43:08,WK00001576,6139,Failure
Timestamp: 07/23/18 10:44:42,WK00001576,2297,OK
Timestamp: 07/23/18 10:48:13,WK00001576,7072,Failure
Timestamp: 07/23/18 10:51:55,WK00001576,1336,OK
Timestamp: 07/23/18 10:52:15,WK00001576,7030,Failure
Timestamp: 07/23/18 10:53:14,WK00001576,853,OK
Timestamp: 07/23/18 10:58:30,WK00001576,5096,Failure
Timestamp: 07/24/18 11:01:39,WK00001576,2374,OK
Timestamp: 07/24/18 11:02:03,WK00001576,1692,OK
Timestamp: 07/24/18 11:05:56,WK00001576,1178,OK
Timestamp: 07/24/18 11:08:40,WK00001576,298,OK
Timestamp: 07/24/18 11:13:40,WK00001576,6145,Failure
Timestamp: 07/24/18 11:18:06,WK00001576,5402,Failure
Timestamp: 07/24/18 11:23:22,WK00001576,7912,Failure
Timestamp: 07/24/18 11:25:08,WK00001576,1815,OK
Timestamp: 07/24/18 11:28:51,WK00001576,250,OK
Timestamp: 07/24/18 11:32:14,WK00001576,145,OK
Timestamp: 07/24/18 11:37:59,WK00001576,1574,OK
Timestamp: 07/24/18 11:43:55,WK00001576,2860,OK
Timestamp: 07/24/18 11:45:33,WK00001576,5605,Failure
Timestamp: 07/24/18 11:47:10,WK00001576,1316,OK
Timestamp: 07/24/18 11:52:54,WK00001576,6693,Failure
Timestamp: 07/24/18 11:54:20,WK00001576,2826,OK
Timestamp: 07/25/18 11:57:32,WK00001576,6628,Failure
Timestamp: 07/25/18 11:59:17,WK00001576,115,OK
Timestamp: 07/25/18 12:05:10,WK00001576,1960,OK
Timestamp: 07/25/18 12:07:10,WK00001576,6400,Failure
Timestamp: 07/25/18 12:09:57,WK00001576,5120,Failure
Timestamp: 07/25/18 12:10:19,WK00001576,2421,OK
Timestamp: 07/26/18 12:13:26,WK00001576,2635,OK
Timestamp: 07/26/18 12:16:07,YZ00001723,9022,Failure
Timestamp: 07/26/18 12:19:49,YZ00001723,8580,Failure
Timestamp: 07/26/18 12:21:25,YZ00001723,7593,Failure
Timestamp: 07/26/18 12:25:02,YZ00001723,9639,Failure
Timestamp: 07/26/18 12:26:23,YZ00001723,8986,Failure
Timestamp: 07/26/18 12:28:43,YZ00001723,7176,Failure
Timestamp: 07/26/18 12:32:23,YZ00001723,9937,Failure
Timestamp: 07/27/18 12:32:33,YZ00001723,7392,Failure
Timestamp: 07/27/18 12:35:20,YZ00001723,9214,Failure
Timestamp: 07/27/18 12:37:51,YZ00001723,8395,Failure
Timestamp: 07/27/18 12:42:03,YZ00001723,9660,Failure
Timestamp: 07/27/18 12:46:30,YZ00001723,9874,Failure
Timestamp: 07/27/18 12:50:10,YZ00001723,7899,Failure
Timestamp: 07/27/18 12:54:02,YZ00001723,8656,Failure
Timestamp: 07/27/18 12:58:42,YZ00001723,9035,Failure
Timestamp: 07/28/18 13:04:38,YZ00001723,8089,Failure
Timestamp: 07/29/18 13:07:06,YZ00001723,3619,OK
Timestamp: 07/30/18 13:08:25,YZ00001723,9946,Failure
Timestamp: 07/30/18 13:12:29,YZ00001723,9960,Failure
Timestamp: 07/30/18 13:14:09,YZ00001723,8516,Failure
Timestamp: 07/30/18 13:15:41,YZ00001723,7273,Failure
Timestamp: 07/30/18 13:17:34,YZ00001723,9277,Failure
Timestamp: 07/30/18 13:21:14,YZ00001723,9744,Failure
Timestamp: 07/30/18 13:22:57,YZ00001723,4867,OK
Timestamp: 07/30/18 13:25:06,YZ00001723,4312,OK
Timestamp: 07/30/18 13:28:46,YZ00001723,7472,Failure
Timestamp: 07/30/18 13:29:24,YZ00001723,7716,Failure
Timestamp: 07/30/18 13:34:33,YZ00001723,4400,OK
Timestamp: 07/30/18 13:36:17,YZ00001723,4983,OK
Timestamp: 07/30/18 13:39:10,YZ00001723,9104,Failure
Timestamp: 07/31/18 13:44:42,YZ00001723,9901,Failure
Timestamp: 07/31/18 13:48:27,YZ00001723,9519,Failure
Timestamp: 08/01/18 13:49:20,YZ00001723,8196,Failure
Timestamp: 08/01/18 13:52:53,YZ00001723,7017,Failure
Timestamp: 08/01/18 13:58:00,YZ00001723,9569,Failure
Timestamp: 08/02/18 14:00:21,YZ00001723,8194,Failure
Timestamp: 08/02/18 14:00:23,XK00001402,1956,OK
Timestamp: 08/02/18 14:04:37,XK00001402,3855,OK
Timestamp: 08/02/18 14:05:17,XK00001402,1616,OK
Timestamp: 08/02/18 14:09:46,XK00001402,6294,Failure
Timestamp: 08/03/18 14:13:59,XK00001402,3319,OK
Timestamp: 08/03/18 14:19:43,XK00001402,3404,OK
Timestamp: 08/03/18 14:20:40,XK00001402,1754,OK
Timestamp: 08/03/18 14:25:36,XK00001402,9410,Failure
Timestamp: 08/03/18 14:28:40,XK00001402,2344,OK
Timestamp: 08/03/18 14:29:31,XK00001402,2164,OK
Timestamp: 08/03/18 14:30:16,XK00001402,2715,OK
Timestamp: 08/04/18 14:32:03,XK00001402,7120,Failure
Timestamp: 08/04/18 14:37:14,XK00001402,742,OK
Timestamp: 08/04/18 14:41:51,XK00001402,5718,Failure
Timestamp: 08/04/18 14:44:34,XK00001402,2234,OK
Timestamp: 08/04/18 14:48:47,XK00001402,1896,OK
Timestamp: 08/04/18 14:51:20,XK00001402,1523,OK
Timestamp: 08/04/18 14:54:12,XK00001402,1229,OK
Timestamp: 08/04/18 14:59:31,XK00001402,5761,Failure
Timestamp: 08/04/18 15:00:30,XK00001402,6424,Failure
Timestamp: 08/04/18 15:05:09,XK00001402,2454,OK
Timestamp: 08/04/18 15:08:33,XK00001402,3429,OK
Timestamp: 08/04/18 15:12:48,XK00001402,3502,OK
Timestamp: 08/05/18 15:17:04,XK00001402,3126,OK
Timestamp: 08/06/18 15:17:45,XK00001402,3857,OK
Timestamp: 08/06/18 15:17:51,XK00001402,6621,Failure
Timestamp: 08/07/18 15:18:17,XK00001402,3421,OK
Timestamp: 08/08/18 15:21:54,XK00001402,2306,OK
Timestamp: 08/08/18 15:27:27,XK00001402,1922,OK
Timestamp: 08/08/18 15:31:57,XK00001402,3571,OK
Timestamp: 08/08/18 15:33:58,XK00001402,3292,OK
Timestamp: 08/08/18 15:38:36,XK00001402,5485,Failure
Timestamp: 08/08/18 15:40:51,XK00001402,2214,OK
Timestamp: 08/08/18 15:46:46,XK00001402,721,OK
Timestamp: 08/08/18 15:51:42,XK00001402,2346,OK
Timestamp: 08/08/18 15:54:29,XK00001402,9964,Failure
Timestamp: 08/08/18 15:56:52,XK00001402,1665,OK
Timestamp: 08/08/18 15:59:04,XK00001402,1738,OK
Timestamp: 08/09/18 15:59:27,XK00001402,6560,Failure
Timestamp: 08/09/18 16:02:37,XK00001402,2439,OK
Timestamp: 08/09/18 16:05:48,WK00001576,310,OK
Timestamp: 08/09/18 16:11:14,WK00001576,5705,Failure
Timestamp: 08/09/18 16:11:18,WK00001576,2978,OK
Timestamp: 08/09/18 16:11:51,WK00001576,1783,OK
Timestamp: 08/09/18 16:16:58,WK00001576,3820,OK
Timestamp: 08/10/18 16:18:03,WK00001576,6,OK
Timestamp: 08/10/18 16:22:47,WK00001576,1772,OK
Timestamp: 08/10/18 16:23:47,WK00001576,5059,Failure
Timestamp: 08/10/18 16:25:54,WK00001576,2900,OK
Timestamp: 08/10/18 16:28:20,WK00001576,3241,OK
Timestamp: 08/10/18 16:28:32,WK00001576,6760,Failure
Timestamp: 08/10/18 16:30:03,WK00001576,1236,OK
Timestamp: 08/10/18 16:31:04,WK00001576,157,OK
Timestamp: 08/10/18 16:33:42,WK00001576,5778,Failure
Timestamp: 08/10/18 16:37:06,WK00001576,939,OK
Timestamp: 08/10/18 16:39:52,WK00001576,3416,OK
Timestamp: 08/11/18 16:43:25,WK00001576,3041,OK
Timestamp: 08/11/18 16:48:21,WK00001576,6215,Failure
Timestamp: 08/11/18 16:51:32,WK00001576,3287,OK
Timestamp: 08/12/18 16:53:37,WK00001576,3248,OK
Timestamp: 08/12/18 16:58:06,WK00001576,273,OK
Timestamp: 08/12/18 16:58:31,WK00001576,717,OK
Timestamp: 08/12/18 17:01:27,WK00001576,1449,OK
Timestamp: 08/13/18 17:04:33,WK00001576,3996,OK
Timestamp: 08/13/18 17:07:50,WK00001576,308,OK
Timestamp: 08/13/18 17:11:25,WK00001576,726,OK
Timestamp: 08/13/18 17:14:52,WK00001576,6416,Failure
Timestamp: 08/13/18 17:20:11,WK00001576,194,OK
Timestamp: 08/13/18 17:20:58,WK00001576,2544,OK
Timestamp: 08/14/18 17:26:05,WK00001576,3514,OK
Timestamp: 08/14/18 17:31:36,WK00001576,63,OK
Timestamp: 08/14/18 17:34:39,WK00001576,4149,OK
Timestamp: 08/14/18 17:39:14,WK00001576,1892,OK
Timestamp: 08/14/18 17:42:30,YZ00001723,4428,OK
Timestamp: 08/14/18 17:47:23,YZ00001723,9865,Failure
Timestamp: 08/14/18 17:49:58,YZ00001723,8712,Failure
Timestamp: 08/14/18 17:52:37,YZ00001723,7337,Failure
Timestamp: 08/14/18 17:54:27,YZ00001723,7485,Failure
Timestamp: 08/14/18 17:57:40,YZ00001723,7238,Failure
Timestamp: 08/14/18 18:00:32,YZ00001723,7842,Failure
Timestamp: 08/15/18 18:05:06,YZ00001723,7049,Failure
Timestamp: 08/15/18 18:10:26,YZ00001723,7331,Failure
Timestamp: 08/15/18 18:15:21,YZ00001723,4267,OK
Timestamp: 08/15/18 18:20:13,YZ00001723,8522,Failure
Timestamp: 08/16/18 18:24:19,YZ00001723,7829,Failure
Timestamp: 08/16/18 18:29:03,YZ00001723,4232,OK
Timestamp: 08/16/18 18:30:36,YZ00001723,4377,OK
Timestamp: 08/16/18 18:35:33,YZ00001723,8411,Failure
Timestamp: 08/16/18 18:36:06,YZ00001723,9108,Failure
Timestamp: 08/16/18 18:36:35,YZ00001723,9134,Failure
Timestamp: 08/16/18 18:39:58,YZ00001723,7046,Failure
Timestamp: 08/16/18 18:43:07,YZ00001723,9140,Failure
Timestamp: 08/16/18 18:44:28,YZ00001723,8608,Failure
Timestamp: 08/16/18 18:45:40,YZ00001723,4527,OK
Timestamp: 08/17/18 18:50:42,YZ00001723,7663,Failure
Timestamp: 08/17/18 18:54:23,YZ00001723,9221,Failure
Timestamp: 08/17/18 18:58:07,YZ00001723,9235,Failure
Timestamp: 08/17/18 19:00:11,YZ00001723,2733,OK
Timestamp: 08/17/18 19:02:07,YZ00001723,9343,Failure
Timestamp: 08/17/18 19:06:01,YZ00001723,7658,Failure
Timestamp: 08/17/18 19:09:58,YZ00001723,7514,Failure
Timestamp: 08/17/18 19:10:54,YZ00001723,9596,Failure
Timestamp: 08/17/18 19:14:11,YZ00001723,4674,OK
Timestamp: 08/17/18 19:17:28,YZ00001723,4890,OK
Timestamp: 08/17/18 19:21:43,YZ00001723,9283,Failure
Timestamp: 08/17/18 19:27:34,YZ00001723,4844,OK
Timestamp: 08/17/18 19:32:52,YZ00001723,8454,Failure
Timestamp: 08/17/18 19:37:28,YZ00001723,7577,Failure
Timestamp: 08/17/18 19:37:33,YZ00001723,9032,Failure
Timestamp: 08/18/18 19:38:18,YZ00001723,9770,Failure
Timestamp: 08/18/18 19:38:52,YZ00001723,4745,OK
Timestamp: 08/18/18 19:40:54,XK00001402,2095,OK
Timestamp: 08/18/18 19:41:54,XK00001402,4143,OK
Timestamp: 08/18/18 19:44:46,XK00001402,2023,OK
Timestamp: 08/19/18 19:45:05,XK00001402,764,OK
Timestamp: 08/19/18 19:49:59,XK00001402,5599,Failure
Timestamp: 08/20/18 19:51:23,XK00001402,2702,OK
Timestamp: 08/20/18 19:56:28,XK00001402,1688,OK
Timestamp: 08/20/18 19:59:40,XK00001402,3858,OK
Timestamp: 08/21/18 20:03:49,XK00001402,3057,OK
Timestamp: 08/21/18 20:06:00,XK00001402,1065,OK
Timestamp: 08/21/18 20:08:36,XK00001402,6909,Failure
Timestamp: 08/21/18 20:11:11,XK00001402,263,OK
Timestamp: 08/21/18 20:15:09,XK00001402,9423,Failure
Timestamp: 08/21/18 20:21:04,XK00001402,1164,OK
Timestamp: 08/21/18 20:24:35,XK00001402,91,OK
Timestamp: 08/21/18 20:28:34,XK00001402,5664,Failure
Timestamp: 08/21/18 20:32:58,XK00001402,714,OK
Timestamp: 08/21/18 20:35:07,XK00001402,5033,Failure
Timestamp: 08/21/18 20:40:09,XK00001402,2215,OK
Timestamp: 08/21/18 20:42:48,XK00001402,4028,OK
Timestamp: 08/21/18 20:46:30,XK00001402,2491,OK
Timestamp: 08/22/18 20:51:29,XK00001402,1058,OK
Timestamp: 08/22/18 20:56:36,XK00001402,5635,Failure
Timestamp: 08/22/18 20:59:19,XK00001402,2379,OK
Timestamp: 08/23/18 21:01:42,XK00001402,466,OK
Timestamp: 08/24/18 21:07:03,XK00001402,944,OK
Timestamp: 08/24/18 21:08:48,XK00001402,593,OK
Timestamp: 08/24/18 21:14:18,WK00001576,1288,OK
Timestamp: 08/24/18 21:19:11,WK00001576,4161,OK
Timestamp: 08/24/18 21:20:43,WK00001576,4157,OK
Timestamp: 08/24/18 21:26:12,WK00001576,1194,OK
Timestamp: 08/24/18 21:26:23,WK00001576,6052,Failure
Timestamp: 08/25/18 21:27:58,WK00001576,2049,OK
Timestamp: 08/25/18 21:30:19,WK00001576,6134,Failure
Timestamp: 08/25/18 21:35:07,WK00001576,2442,OK
Timestamp: 08/25/18 21:35:16,WK00001576,6173,Failure
Timestamp: 08/25/18 21:37:19,WK00001576,441,OK
Timestamp: 08/25/18 21:40:20,WK00001576,3122,OK
Timestamp: 08/25/18 21:44:37,WK00001576,2172,OK
Timestamp: 08/25/18 21:49:59,WK00001576,6128,Failure
Timestamp: 08/25/18 21:53:24,WK00001576,1874,OK
Timestamp: 08/25/18 21:54:00,WK00001576,2392,OK
Timestamp: 08/25/18 21:59:31,WK00001576,7927,Failure
Timestamp: 08/25/18 22:00:04,WK00001576,1629,OK
Timestamp: 08/25/18 22:05:06,WK00001576,2317,OK
Timestamp: 08/25/18 22:10:34,WK00001576,1343,OK
Timestamp: 08/25/18 22:10:41,WK00001576,2042,OK
Timestamp: 08/25/18 22:13:45,WK00001576,3891,OK
Timestamp: 08/25/18 22:16:46,WK00001576,1002,OK
Timestamp: 08/25/18 22:22:37,WK00001576,5759,Failure
Timestamp: 08/25/18 22:27:33,WK00001576,2543,OK
Timestamp: 08/26/18 22:29:54,WK00001576,2400,OK
Timestamp: 08/27/18 22:32:17,WK00001576,627,OK
Timestamp: 08/27/18 22:32:36,WK00001576,8209,Failure
Timestamp: 08/28/18 22:38:25,WK00001576,1428,OK
Timestamp: 08/28/18 22:38:53,WK00001576,1619,OK
Timestamp: 08/28/18 22:39:28,WK00001576,3179,OK
Timestamp: 08/28/18 22:40:20,WK00001576,883,OK
Timestamp: 08/29/18 22:41:02,WK00001576,556,OK
Timestamp: 08/29/18 22:46:39,WK00001576,6513,Failure
Timestamp: 08/29/18 22:48:10,WK00001576,4120,OK
Timestamp: 08/29/18 22:48:14,WK00001576,6704,Failure
Timestamp: 08/29/18 22:52:53,WK00001576,1812,OK
Timestamp: 08/29/18 22:53:27,WK00001576,6221,Failure
Timestamp: 08/29/18 22:54:50,WK00001576,2656,OK
Timestamp: 08/29/18 22:59:21,WK00001576,6584,Failure
Timestamp: 08/29/18 23:01:17,WK00001576,6354,Failure
Timestamp: 08/29/18 23:05:30,WK00001576,6101,Failure
Timestamp: 08/29/18 23:07:16,WK00001576,6070,Failure
Timestamp: 08/29/18 23:07:50,WK00001576,6782,Failure
Timestamp: 08/29/18 23:08:17,WK00001576,247,OK
Timestamp: 08/29/18 23:12:24,WK00001576,6038,Failure
Timestamp: 08/29/18 23:12:27,WK00001576,3868,OK
Timestamp: 08/29/18 23:15:42,YZ00001723,8998,Failure
Timestamp: 08/29/18 23:19:33,YZ00001723,4256,OK
Timestamp: 08/29/18 23:19:48,YZ00001723,4446,OK
Timestamp: 08/29/18 23:20:41,YZ00001723,9734,Failure
Timestamp: 08/29/18 23:22:55,YZ00001723,7189,Failure
Timestamp: 08/30/18 23:27:42,YZ00001723,8303,Failure
Timestamp: 08/30/18 23:28:53,YZ00001723,4937,OK
Timestamp: 08/30/18 23:33:39,YZ00001723,9152,Failure
Timestamp: 08/31/18 23:35:40,YZ00001723,7332,Failure
Timestamp: 08/31/18 23:38:00,YZ00001723,9196,Failure
Timestamp: 08/31/18 23:41:32,YZ00001723,4831,OK
Timestamp: 08/31/18 23:45:34,YZ00001723,4560,OK
Timestamp: 08/31/18 23:50:39,YZ00001723,7545,Failure
Timestamp: 08/31/18 23:52:49,YZ00001723,9557,Failure
Timestamp: 08/31/18 23:53:56,YZ00001723,8314,Failure
Timestamp: 08/31/18 23:57:17,YZ00001723,8706,Failure
Timestamp: 08/31/18 23:58:29,YZ00001723,9464,Failure
Timestamp: 09/01/18 00:02:37,YZ00001723,9769,Failure
Timestamp: 09/02/18 00:07:57,YZ00001723,4974,OK
Timestamp: 09/02/18 00:08:34,YZ00001723,4646,OK
Timestamp: 09/02/18 00:10:20,YZ00001723,8376,Failure
Timestamp: 09/02/18 00:15:58,YZ00001723,8765,Failure
Timestamp: 09/02/18 00:20:43,YZ00001723,5002,OK
Timestamp: 09/02/18 00:21:28,YZ00001723,7491,Failure
Timestamp: 09/02/18 00:26:56,YZ00001723,4479,OK
Timestamp: 09/02/18 00:31:05,YZ00001723,7715,Failure
Timestamp: 09/02/18 00:33:26,YZ00001723,8701,Failure
Timestamp: 09/02/18 00:38:32,YZ00001723,9040,Failure
Timestamp: 09/02/18 00:39:43,YZ00001723,7347,Failure
Timestamp: 09/02/18 00:45:13,YZ00001723,7258,Failure
Timestamp: 09/02/18 00:47:18,YZ00001723,3769,OK
Timestamp: 09/02/18 00:47:28,YZ00001723,7397,Failure
Timestamp: 09/02/18 00:50:48,YZ00001723,9655,Failure
Timestamp: 09/03/18 00:54:10,YZ00001723,9681,Failure
Timestamp: 09/03/18 00:55:14,YZ00001723,4278,OK
Timestamp: 09/03/18 00:57:50,YZ00001723,9862,Failure
Timestamp: 09/03/18 01:01:16,YZ00001723,8774,Failure
Timestamp: 09/03/18 01:04:53,YZ00001723,7555,Failure
Timestamp: 09/03/18 01:05:06,XK00001402,2017,OK
Timestamp: 09/03/18 01:09:32,XK00001402,5367,Failure
Timestamp: 09/03/18 01:11:06,XK00001402,498,OK
Timestamp: 09/03/18 01:13:42,XK00001402,2848,OK
Timestamp: 09/03/18 01:18:31,XK00001402,7926,Failure
Timestamp: 09/03/18 01:20:39,XK00001402,2078,OK
Timestamp: 09/04/18 01:22:29,XK00001402,8172,Failure
Timestamp: 09/04/18 01:26:55,XK00001402,2109,OK
Timestamp: 09/04/18 01:27:55,XK00001402,272,OK
Timestamp: 09/05/18 01:29:31,XK00001402,1097,OK
Timestamp: 09/05/18 01:30:47,XK00001402,1863,OK
Timestamp: 09/05/18 01:36:00,XK00001402,2409,OK
Timestamp: 09/06/18 01:39:10,XK00001402,7170,Failure
Timestamp: 09/06/18 01:43:48,XK00001402,2218,OK
Timestamp: 09/06/18 01:48:22,XK00001402,5109,Failure
Timestamp: 09/06/18 01:50:32,XK00001402,2041,OK
Timestamp: 09/06/18 01:53:16,XK00001402,778,OK
Timestamp: 09/07/18 01:58:56,XK00001402,3201,OK
Timestamp: 09/08/18 01:59:40,XK00001402,2195,OK
Timestamp: 09/08/18 02:00:00,XK00001402,6532,Failure
Timestamp: 09/08/18 02:01:49,XK00001402,3110,OK
Timestamp: 09/08/18 02:06:39,XK00001402,2645,OK
Timestamp: 09/08/18 02:11:34,XK00001402,3117,OK
Timestamp: 09/08/18 02:16:40,XK00001402,3116,OK
Timestamp: 09/08/18 02:17:56,XK00001402,2852,OK
Timestamp: 09/08/18 02:23:43,XK00001402,2410,OK
Timestamp: 09/08/18 02:29:41,XK00001402,1733,OK
Timestamp: 09/09/18 02:33:43,XK00001402,6115,Failure
Timestamp: 09/09/18 02:36:13,XK00001402,5340,Failure
Timestamp: 09/09/18 02:40:54,XK00001402,5268,Failure
Timestamp: 09/09/18 02:42:57,XK00001402,2986,OK
Timestamp: 09/09/18 02:47:59,XK00001402,7755,Failure
Timestamp: 09/09/18 02:50:35,XK00001402,2481,OK
Timestamp: 09/09/18 02:53:56,XK00001402,7804,Failure
Timestamp: 09/09/18 02:55:27,XK00001402,2007,OK
Timestamp: 09/09/18 02:56:17,XK00001402,7958,Failure
Timestamp: 09/10/18 02:59:52,XK00001402,6568,Failure
Timestamp: 09/10/18 03:01:54,XK00001402,6643,Failure
Timestamp: 09/10/18 03:01:57,XK00001402,5922,Failure
Timestamp: 09/10/18 03:03:00,XK00001402,2690,OK
Timestamp: 09/10/18 03:06:41,XK00001402,481,OK
Timestamp: 09/10/18 03:06:57,XK00001402,7943,Failure
Timestamp: 09/10/18 03:10:36,XK00001402,7903,Failure
Timestamp: 09/10/18 03:16:21,XK00001402,4078,OK
Timestamp: 09/10/18 03:17:52,WK00001576,2451,OK
Timestamp: 09/10/18 03:22:30,WK00001576,2766,OK
Timestamp: 09/10/18 03:24:47,WK00001576,460,OK
Timestamp: 09/11/18 03:27:28,WK00001576,6375,Failure
Timestamp: 09/12/18 03:32:19,WK00001576,5538,Failure
Timestamp: 09/13/18 03:33:55,WK00001576,3935,OK
Timestamp: 09/13/18 03:35:12,WK00001576,8137,Failure
Timestamp: 09/13/18 03:40:14,WK00001576,77,OK
Timestamp: 09/13/18 03:45:05,WK00001576,2866,OK
Timestamp: 09/13/18 03:47:19,WK00001576,2922,OK
Timestamp: 09/13/18 03:50:59,WK00001576,6576,Failure
Timestamp: 09/13/18 03:56:47,WK00001576,9372,Failure
Timestamp: 09/13/18 04:01:03,WK00001576,5632,Failure
Timestamp: 09/13/18 04:06:49,WK00001576,2582,OK
Timestamp: 09/13/18 04:10:52,WK00001576,1423,OK
Timestamp: 09/13/18 04:16:34,WK00001576,3484,OK
Timestamp: 09/13/18 04:18:27,WK00001576,3086,OK
Timestamp: 09/13/18 04:21:06,WK00001576,6810,Failure
Timestamp: 09/14/18 04:26:21,WK00001576,9389,Failure
Timestamp: 09/14/18 04:28:50,WK00001576,7057,Failure
Timestamp: 09/14/18 04:29:06,WK00001576,4223,OK
Timestamp: 09/14/18 04:32:52,WK00001576,6966,Failure
Timestamp: 09/14/18 04:33:10,WK00001576,9363,Failure
Timestamp: 09/14/18 04:33:52,WK00001576,6264,Failure
Timestamp: 09/14/18 04:39:21,WK00001576,1408,OK
Timestamp: 09/14/18 04:43:22,WK00001576,2114,OK
Timestamp: 09/15/18 04:46:38,WK00001576,165,OK
Timestamp: 09/15/18 04:47:46,WK00001576,8072,Failure
Timestamp: 09/15/18 04:52:59,WK00001576,2883,OK
Timestamp: 09/15/18 04:55:04,WK00001576,5915,Failure
Timestamp: 09/15/18 04:56:00,WK00001576,1794,OK
Timestamp: 09/15/18 04:56:21,YZ00001723,4946,OK
Timestamp: 09/15/18 05:00:14,YZ00001723,9572,Failure
Timestamp: 09/15/18 05:01:28,YZ00001723,9982,Failure
Timestamp: 09/15/18 05:02:39,YZ00001723,9325,Failure
Timestamp: 09/15/18 05:07:23,YZ00001723,9480,Failure
Timestamp: 09/15/18 05:09:40,YZ00001723,9962,Failure
Timestamp: 09/15/18 05:11:56,YZ00001723,4932,OK
Timestamp: 09/16/18 05:14:44,YZ00001723,9756,Failure
Timestamp: 09/16/18 05:18:11,YZ00001723,4681,OK
Timestamp: 09/16/18 05:18:32,YZ00001723,9692,Failure
Timestamp: 09/16/18 05:20:48,YZ00001723,3626,OK
Timestamp: 09/16/18 05:22:25,YZ00001723,8717,Failure
Timestamp: 09/16/18 05:27:14,YZ00001723,8187,Failure
Timestamp: 09/16/18 05:28:49,YZ00001723,8234,Failure
Timestamp: 09/16/18 05:33:09,YZ00001723,9486,Failure
Timestamp: 09/16/18 05:34:58,YZ00001723,8265,Failure
Timestamp: 09/16/18 05:38:47,YZ00001723,2980,OK
Timestamp: 09/16/18 05:39:25,YZ00001723,7606,Failure
Timestamp: 09/17/18 05:40:13,YZ00001723,7334,Failure
Timestamp: 09/17/18 05:46:03,YZ00001723,9902,Failure
Timestamp: 09/17/18 05:48:11,YZ00001723,8363,Failure
Timestamp: 09/17/18 05:49:58,YZ00001723,7556,Failure
Timestamp: 09/17/18 05:54:12,YZ00001723,7783,Failure
Timestamp: 09/17/18 05:57:10,YZ00001723,7900,Failure
Timestamp: 09/17/18 06:02:37,YZ00001723,4419,OK
Timestamp: 09/17/18 06:04:10,YZ00001723,9555,Failure
Timestamp: 09/18/18 06:07:36,YZ00001723,8249,Failure
Timestamp: 09/18/18 06:12:43,YZ00001723,4578,OK
Timestamp: 09/18/18 06:13:15,YZ00001723,8434,Failure
Timestamp: 09/18/18 06:17:46,YZ00001723,9168,Failure
Timestamp: 09/19/18 06:21:42,YZ00001723,4272,OK
Timestamp: 09/19/18 06:23:32,YZ00001723,3710,OK
Timestamp: 09/19/18 06:27:08,YZ00001723,4310,OK
Timestamp: 09/19/18 06:31:48,YZ00001723,9005,Failure
Timestamp: 09/19/18 06:32:10,YZ00001723,4279,OK
Timestamp: 09/19/18 06:32:19,YZ00001723,8464,Failure
Timestamp: 09/19/18 06:33:05,XK00001402,4138,OK
Timestamp: 09/19/18 06:34:47,XK00001402,2296,OK
Timestamp: 09/19/18 06:34:51,XK00001402,679,OK
Timestamp: 09/19/18 06:36:41,XK00001402,4197,OK
Timestamp: 09/20/18 06:37:09,XK00001402,2280,OK
Timestamp: 09/20/18 06:40:49,XK00001402,3458,OK
Timestamp: 09/21/18 06:42:38,XK00001402,5932,Failure
Timestamp: 09/21/18 06:48:30,XK00001402,111,OK
Timestamp: 09/22/18 06:54:19,XK00001402,2463,OK
Timestamp: 09/22/18 06:54:40,XK00001402,2100,OK
Timestamp: 09/23/18 06:55:09,XK00001402,8300,Failure
Timestamp: 09/23/18 06:56:21,XK00001402,5575,Failure
Timestamp: 09/23/18 07:00:41,XK00001402,3407,OK
Timestamp: 09/23/18 07:05:38,XK00001402,5050,Failure
Timestamp: 09/24/18 07:06:12,XK00001402,1463,OK
Timestamp: 09/24/18 07:10:02,XK00001402,173,OK
Timestamp: 09/24/18 07:11:25,XK00001402,5392,Failure
Timestamp: 09/25/18 07:14:00,XK00001402,7923,Failure
Timestamp: 09/26/18 07:18:03,XK00001402,8025,Failure
Timestamp: 09/26/18 07:23:49,XK00001402,6710,Failure
Timestamp: 09/27/18 07:25:50,XK00001402,3147,OK
Timestamp: 09/27/18 07:27:36,XK00001402,6958,Failure
Timestamp: 09/27/18 07:28:03,XK00001402,3852,OK
Timestamp: 09/27/18 07:30:01,XK00001402,1807,OK
Timestamp: 09/27/18 07:35:05,XK00001402,2170,OK
Timestamp: 09/27/18 07:40:12,XK00001402,6391,Failure
Timestamp: 09/27/18 07:41:57,XK00001402,7146,Failure
Timestamp: 09/27/18 07:42:05,XK00001402,2795,OK
Timestamp: 09/27/18 07:46:12,XK00001402,2198,OK
Timestamp: 09/27/18 07:47:38,XK00001402,3144,OK
Timestamp: 09/27/18 07:52:54,XK00001402,1654,OK
Timestamp: 09/27/18 07:55:05,XK00001402,612,OK
Timestamp: 09/28/18 07:55:22,XK00001402,3551,OK
Timestamp: 09/28/18 07:58:08,XK00001402,7043,Failure
Timestamp: 09/29/18 08:03:24,XK00001402,6167,Failure
Timestamp: 09/29/18 08:06:38,XK00001402,534,OK
Timestamp: 09/29/18 08:11:18,XK00001402,412,OK
Timestamp: 09/29/18 08:14:13,XK00001402,3439,OK
Timestamp: 09/29/18 08:14:54,XK00001402,421,OK
Timestamp: 09/29/18 08:20:23,XK00001402,3401,OK
Timestamp: 09/29/18 08:25:51,XK00001402,2836,OK
Timestamp: 09/29/18 08:27:50,WK00001576,3851,OK
